capacity, state, code, herb, height, tonnes
  270.3,close,9!67{5T}AT,Coriander,44,7434
   11.9,open,4!70{2Y}MY,Basil,54,2475
 3128.1,open,9!72{SM}FD,Rosemary,42,3404
  167.1,close,1!40{8B}KU,Basil,29,11787
  634.1,close,7!94{1E}UJ,Fennel,21,4621
  623.7,open,4!52{4M}AR,Fennel,44,3207
  259.8,open,7!59{0O}XF,Basil,54,1193
  446.6,close,5!80{G}MI,Thyme,30,1670
  299.5,open,1!08{5F}AY,Bay,48,479
  696.1,open,0!58{8L}MF,Bay,44,3510
  542.3,close,4!22{RC}FW,Coriander,25,26
 1097.7,close,3!85{8G}ZQ,Fennel,51,2090
  649.2,open,4!77{9C}JZ,Basil,47,3105
  292.6,close,3!28{4H}DE,Borage,54,7653
  377.4,close,9x!47{5D}ZZ,Sage,33,2625
  621.9,open,9!79{6O}HF,Fennel,49,778
  610.9,close,2!68{7G}LN,Thyme,48,3371
  444.6,open,8!58{8K}PO,Mint,14,1274
  357.2,close,8!20{3H}EU,Mint,49,1813
  141.1,close,1!18{2K}XF,Rosemary,46,6346
  173.2,close,6!58{9T}VL,Mint,20,1252
  418.9,open,6!82{0R}GQ,Bay,51,2478
  391.8,open,3!17{0L}SU,Mint,49,478
 3534.2,close,6!05G6Y}BR,Bergamot,52,5215
 1673.8,open,9!13{8H7JE,Fennel,53,463
  381.1,open,7!33{8G}MA,Rosemary,46,2414
  362.1,open,0!65{0Q}QD,Bay,53,1632
 1616.0,close,Q!89{1T}FS,Coriander,27,1480
  125.1,close,0!87{4I}DD,Thyme,50,1578
  647.1,close,3I18{2E}NQ,Fennel,51,2186
 1808.7,open,5!41{4A}WN,Fennel,44,170
  384.0,open,8!71{1U}MB,Basil,51,1459
  462.2,close,4!20{5P}KL,Basil,45,1155
  617.0,close,9!Q6{1C}PX,Mint,26,7918
   13.5,close,0!25{6O}BV,Bay,51,10328
   80.0,open,2!79{0I}ZC,Bergamot,45,3253
   87.6,open,5!12{6W}DC,Rosemary,47,3432
  503.6,open,8!60{5Q}SI,Borage,7,2217
  448.7,close,8!59{8V}XV,Sage,45,2788
  170.7,close,7!20{6T}UN,Dill,44,4499
  274.4,open,7!86{7Q}SG,Coriander,47,2669
  615.3,open,3!16{6Y}DR,Thyme,53,5031
  587.0,close,1!95{3A}SG,Dill,20,6439
  636.1,open,4!70{6S}FC,Dill,22,1222
  199.9,close,4!87{6P}IU,Rosemary,51,1087
  101.9,close,7!55{6C}TE,Rosemary,54,3234
   89.1,open,3!44{6F}9B,Bay,28,3284
 1554.0,open,3!28{0O}HT,Marjoram,51,872
  112.4,close,1!91{2O}XE,Rosemary,48,3461
 2292.3,close,7!33{4Z}QJ,Sage,9,1496
  940.8,open,5!80{6G}XW,Mint,44,1975
  161.8,close,1!82{3E}LM,Mint,54,1524
  242.3,close,6!95{1C}NX,Oregano,52,5612
 2492.2,close,2!98{4F}DQ,Sage,45,1052
 1398.2,open,4!97{5Q}NO,Fennel,52,7079
   52.6,open,1!46{5RIJ,Mint,45,1188
   72.6,open,6!3{3Q}QF,Dill,29,8256
  482.3,close,1!98{0E}DI,Rosemary,54,300
  364.6,close,2!48{4H}JJ,Thyme,39,10898
  554.4,close,1!37{3Y}WE,Bergamot,10,1737
  175.4,close,7!00{2U}MN,Coriander,45,3399
  608.3,open,8!33{3X}SQ,Bay,53,3032
   24.9,open,2!89{8R}DE,Fennel,48,1222
  426.4,open,0!68{7R}YE,Basil,53,5269
   67.2,close,3!83{0D}QG,Marjoram,53,5083
   72.5,close,0!38{1C}UA,Thyme,38,3060
  244.1,open,0!12{3O}BE,Mint,47,4991
  516.7,close,2!11{8>}QM,Oregano,23,963
  588.4,close,5!34{5R}AD,Bay,46,83
  548.0,open,4!76{6G}VA,Dill,45,6000
  102.0,open,3!18{6X}BM,Mint,50,2093
  580.5,close,9!77{2C}KS,Thyme,45,10869
  151.6,open,8!50{8T}SE,Coriander,48,1356
 2858.2,close,3!24{6T}SP,Thyme,54,8801
  408.6,open,4!98{9E}VO,Bergamot,52,404
  319.6,open,9!99{5C}PF,Rosemary,6,11814
 2940.1,close,7!63{5C}SA,Mint,49,10189
   74.7,open,2!19{4G}XT,Dill,20,1095
 1738.0,close,4!00{3F}HT,Dill,46,1667
   21.1,open,9!78{5R}HZ,Dill,49,1533
  340.0,close,8!20{7H}AE,Fennel,45,1494
  227.4,close,0!92{5D}FX,Coriander,54,5980
  314.7,close,9!07{4X}AA,Mint,53,1746
  536.7,close,9!47{5R}XI,Borage,8,3103
 1905.0,close,8!61{4W}FH,Sage,34,11444
  516.9,open,4!39{2O}FM,Rosemary,46,7511
  559.7,open,7!15{9H}HL,Borage,49,3555
 1988.9,open,7!30{3O}AO,Rosemary,50,1219
  306.3,close,5!06{3R}UQ,Fennel,52,1337
  498.8,close,4!96{5J}UL,Bay,13,998
  338.7,open,3!12{6Y}YZ,Mint,52,4489
  423.3,close,1!64{0W}CP,Rosemary,45,1402
  568.1,open,4!73{9O}FN,Mint,46,1233
  478.3,close,1!64{4U}GE,Marjoram,53,10097
 2935.5,close,6!07{5X}RX,Coriander,44,2542
 3788.1,close,0!79{6E}NL,Thyme,53,1705
  102.5,close,1!71{8A}FW,Bay,47,1646
  441.0,close,9!89{4A}SV,Mint,41,10434
  648.4,close,7!37{6X}OF,Thyme,46,1138
  189.3,open,9!79{2O}WO,Oregano,51,4896
   52.4,open,5!80{1F}SD,Fennel,50,117
  551.2,open,3!32{1S}KT,Mint,45,382
 2267.8,close,8!33{5J}EL,Borage,45,2522
 2573.4,open,3!41{6O}IG,Mint,49,203
 3474.8,close,2!18{8A}ZC,Dill,52,59
 3297.4,close,7!30{8U}EB,Mint,51,426
    3.3,close,9!54{6M}DG,Mint,51,779
  382.7,close,3!88{0K}ES,Thyme,29,3870
  430.8,open,2!89{3M}GG,Rosemary,50,2189
  180.2,open,4!02{7W}BC,Fennel,54,7595
  525.5,close,3!76{0A}BY,Bay,48,2581
 1060.1,close,3!66{1S}KE,Fennel,49,10401
   92.9,open,7!80{0J}QO,Thyme,42,2001
 2937.2,close,8!70{2M}HC,Bay,52,94
  294.5,close,5!05{4S}XX,Basil,50,2240
 3463.6,open,3!72{8O}CF,Sage,44,5137
  148.1,open,9!66{1Y}hH,Fennel,49,7490
  513.9,open,0!0i{4M}YE,Fennel,50,1945
  120.5,close,9!59{0S}PM,Thyme,47,8413
  266.3,open,0!44{5D}ZY,Bay,52,2072
  445.7,close,4!92{5T}KV,Sage,46,11107
  475.0,open,9!18{5S}TD,Fennel,51,9299
  621.5,close,6!82{4I}VC,Sage,45,2654
  147.6,close,7!91{3V}GB,Thyme,40,1634
  312.0,close,4!24{%S}CI,Rosemary,45,795
  329.1,close,5!31{3G}XD,Bergamot,7,320
   38.3,close,9!85{9O}HW,Rosemary,15,1755
  491.5,close,5!18{9S}VM,Borage,49,1435
 2838.6,close,2!17{4H}FW,Bay,46,4834
  408.8,close,4!22{5X}OQ,Coriander,49,3230
   88.8,open,4!26{4L}XB,Bay,49,7461
  255.9,open,4!57{6R}JB,Thyme,52,500
  155.8,close,1!64{0L}ZN,Bergamot,52,1659
  366.6,open,4!93{8F}VG,Bergamot,22,95
  429.7,open,0!46{8M}JN,Basil,32,6363
  384.3,close,6!49{8M}QT,Rosemary,6,873
    3.9,close,1!4{0N}IO,Mint,54,2950
 2922.4,open,2!62{7U}CK,Mint,6,1565
   74.7,open,9!65{0N}KZ,Rosemary,53,7418
  518.4,open,5!26{5N}OC,Basil,40,155
  646.9,close,8!09{4T}PL,Dill,54,189
  509.5,close,5!94{4G}QM,Rosemary,54,1788
  377.4,close,5!86{1Y}BP,Oregano,54,1119
  138.1,open,2!91{8T}VX,Fennel,50,1937
   73.9,open,4!54{5G}CP,Bay,46,3558
  967.5,open,0!68{5H}HF,Rosemary,48,2742
  332.5,open,5!78{5O}BW,Mint,51,120
  535.1,open,3!73{7G}II,Basil,49,11588
  633.1,close,6!30{3H}SC,Fennel,32,1248
  175.2,open,7!83{0J}XH,Rosemary,47,1335
  142.9,open,2!08{2R}LW,Dill,50,3304
 3355.8,close,6!74{8I}SE,Bergamot,48,11689
  703.9,open,2!46{9M}YW,Oregano,54,2653
 3304.5,open,5!78{2E}PY,Dill,48,4969
  465.9,open,5!95{5}DK,Bay,54,1880
  383.1,open,2!M1{0Y}YM,Marjoram,49,2905
  600.5,close,3!91{2O}MK,Oregano,10,6737
  528.6,close,0!95{5C}GH,Basil,49,518
  340.2,open,4!84{4D}LK,Thyme,31,2766
  360.4,open,0!61{2Y}LX,Dill,49,11090
  156.9,close,1!12{9E}ZR,Bergamot,46,2413
  302.4,open,5!65{9V}UZ,Basil,51,1167
  638.6,close,5!43{9R}MV,Borage,13,1041
  644.5,close,6!14{0K}PF,Borage,46,752
 2327.9,close,1!90{8C}OG,Rosemary,44,2304
  111.9,open,7!20{7R}AN,Dill,47,1424
 3574.5,open,3!25{5R}CD,Bay,50,11635
  182.8,close,1!52{8X}DF,Mint,50,65
  205.1,open,8!39{8F}JZ,Coriander,45,1539
   66.6,close,4!29{1L}ZE,Bergamot,47,1709
  616.9,close,4!48{8I}EI,Mint,24,9875
  403.7,close,3!30{2L}GQ,Fennel,46,2653
  518.2,open,3!75{5P}PT,Rosemary,54,1922
  366.4,open,5!58{0F}WK,Coriander,47,9254
  649.4,close,6!H8{9Q}NN,Sage,54,3444
  285.1,close,9!74{1L}JO,Coriander,49,2615
   18.6,close,3!35{6I}SG,Rosemary,47,731
  217.2,close,7!61{3F}QG,Coriander,49,852
  949.7,open,7!44{1X}AD,Rosemary,50,1109
  430.9,close,8!82{5U}UQ,Bergamot,50,866
  416.3,close,7!27{9R}LV,Oregano,54,2819
 1662.6,close,1!98{6Z}BX,Thyme,44,2622
   84.9,close,7!26{5S}NY,Rosemary,45,5482
  356.6,open,3!27{0W}IC,Bay,44,1860
  333.9,open,3!04{1S}BL,Dill,44,2425
  622.0,close,2!98{0E}JW,Dill,51,11922
  141.6,close,0!61{0Y}ZX,Sage,47,780
  426.2,close,5!10{2C}BQ,Rosemary,51,11770
   87.4,close,6!78{7T}OR,Dill,12,5982
   72.3,close,2!37{5L}QR,Dill,45,3037
  603.8,close,8!58{6W}CH,Thyme,54,11106
  435.2,open,1!95{3Q}MV,Basil,43,1641
  531.4,open,3!26{9Q}ZH,Oregano,45,2305
  515.7,close,3!57{5U}KJ,Oregano,45,2212
  604.8,open,8!15{1J}OD,Dill,49,2016
  206.7,close,8!64{4P}WG,Bay,52,4388
  507.3,close,4!04{7B}DT,Mint,47,2170
 3190.5,open,1!34{0D}GM,Bergamot,19,2544
  144.5,close,6!86{8D}DV,Thyme,44,1579
   62.1,close,8!03{8S}VH,Thyme,51,2565
  402.2,close,7!67{6K}LW,Rosemary,44,1238
  648.7,open,9!72{5N}PW,Mint,53,1833
  780.0,open,2!19{4Y}QF,Rosemary,51,698
  336.7,close,2!52{6F}WM,Fennel,50,5631
  469.4,open,0!31{7I}TX,Mint,52,1107
 1181.3,open,4!96{2B}AY,Dill,15,2217
  174.5,open,5!03{8G}DX,Sage,52,1870
  235.2,open,0!75{4K}II,Marjoram,53,1773
  654.5,open,2!72o7O}SN,Coriander,25,11908
  482.3,close,0!22{7K}IG,Rosemary,40,1302
 2695.1,open,5!72{1M}PF,Mint,25,4942
  255.0,open,6!75{3I}DP,Bay,54,76
   23.3,open,2!72{5J}KX,Thyme,11,1773
  766.6,open,6!81{4A}JS,Rosemary,54,174
  567.4,open,2!65{5M}NO,Mint,54,2144
  556.9,close,0!83{5H}IC,Sage,45,219
   34.4,close,3!25{9S}RL,Bergamot,48,6780
  184.2,open,5!81{0Z}ZH,Coriander,48,2160
   43.3,open,2!52{3N}WT,Coriander,52,117
  681.9,close,4!95{3H}WK,Coriander,52,3103
  218.8,open,6!3U2{4U}UR,Mint,52,1391
 3441.5,open,9!99{1Q}OB,Mint,46,3609
  350.9,close,3!18{7J}QT,Coriander,53,3171
  295.8,close,7!10{1W}VH,Basil,47,561
  622.7,open,8!52{9Y}BG,Coriander,46,1897
  461.1,close,7!93{6G}ZS,Thyme,54,1363
 3199.5,close,8!55{6E}VZ,Rosemary,28,7551
  290.8,open,8!12{7X}CM,Basil,48,299
  253.0,close,1!67{0P}PJ,Bay,46,5558
  157.2,close,3!22{7P}NA,Sage,49,1297
  629.8,open,3!12{2I}YO,Mint,44,1591
   32.8,close,6!59{9B}QI,Rosemary,37,264
  212.3,open,2!50{3H<}RC,Bay,11,803
  247.0,open,8!14{8X}SC,Bergamot,16,9261
  559.0,open,4!92{9A}OU,Fennel,48,2909
 2785.8,close,0!59{2Q}OW,Bergamot,16,1280
  386.5,open,8!57{5G}SN,Rosemary,47,3065
  289.4,open,P0!78{6B}QJ,Mint,30,10030
  511.1,close,3!97{0R}UO,Coriander,49,1419
  284.4,close,2!54{3W}FH,Marjoram,50,3462
  438.5,open,1!74{4E}SE,Coriander,49,3246
  366.8,open,9!14{5R}QF,Bay,47,674
  321.8,open,9!94{9Y}RD,Rosemary,16,6780
  532.7,close,1!50k0U}IM,Bergamot,50,5613
 1540.8,close,7!14{1E}GS,Marjoram,44,477
  934.5,open,5!9{8I}RS,Bergamot,49,1031
   80.9,close,8!68{3N}XY,Rosemary,41,206
  605.7,close,2!15{4C}DN,Mint,48,3428
  261.0,close,2!04{4B}WJ,Rosemary,6,2209
  320.6,close,6!38{4G}XD,Bay,47,1181
  392.4,open,0!53{3I}SC,Basil,49,1168
  397.1,close,2!01{3O}DV,Oregano,48,11277
 1315.4,open,3!09{2N}MX,Dill,48,2879
  332.9,open,3!57{8Z}IY,Mint,43,2025
   67.7,close,8!67{5H}KX,Fennel,22,11729
  742.9,close,6!39{1S}HZ,Oregano,53,124
  280.2,close,4!84{8T}ZT,Thyme,49,1158
  609.8,open,0!28{8L}EA,Bergamot,53,123
  370.3,close,9!49{5A}SW,Dill,18,7574
 3225.7,close,6!08{6U}RE,Basil,46,3571
  586.9,close,7!80{2C}YL,Coriander,50,376
  314.9,open,2!92{4W}DL,Oregano,49,9668
   73.2,open,3!20{0K}SR,Bay,8,2042
 3053.1,close,1!85{Y4V}JM,Fennel,53,2433
  656.6,open,2!35{5Y}MT,Dill,49,3474
  310.0,close,8!88{3G}MK,Sage,45,6123
  357.4,open,6!32{2H}UA,Basil,47,8577
  477.0,close,4!15{2V}LR,Basil,47,2068
  262.3,close,6!44{4J}GZ,Marjoram,47,8521
  507.7,close,1!84{4W}LO,Bergamot,54,1862
  343.1,open,8!05{Y}GN,Fennel,49,6182
 1104.4,open,2!74{1J}PA,Bergamot,19,1458
  245.8,close,5!50{4A}NI,Basil,44,5101
  371.6,open,6!36{5Z}QY,Dill,45,2273
  574.0,close,0!51{2X}IP,Dill,53,2358
  242.6,open,2!41{9B}YT,Marjoram,40,1425
   61.0,close,6!10{5A}XS,Oregano,47,4968
  535.5,open,4!32{5O}QU,Coriander,53,2067
  331.6,open,8!90{1D}JG,Thyme,52,1577
 3379.8,open,7!10{5P}XH,Basil,50,2674
  624.5,close,4!11{0O}LS,Borage,48,3034
 1239.8,open,7!04{4W}GM,Marjoram,19,3504
  280.1,open,5!16{7G}UU,Marjoram,51,7729
  463.8,close,1!42{6A}ZD,Fennel,44,346
  238.3,close,9!43{9D}WA,Bergamot,46,2491
   63.9,open,4!69{4W}QV,Bay,51,981
  343.4,open,7!64{8B}HG,Thyme,51,577
  856.7,open,4!31{2X}GG,Coriander,12,1973
  281.1,open,6!37{6I}NA,Dill,47,1092
 2859.9,open,2!45{2Z}ZF,Basil,44,1196
  496.1,close,4!23{8Y}ZM,Oregano,48,5761
  180.6,open,9!23{8Y}SW,Coriander,13,1286
  673.1,close,9!67{4R}TZ,Rosemary,53,3128
  520.8,close,3!01{4G}YO,Thyme,53,7800
  261.5,close,8!93{0C}PI,Marjoram,48,2646
 1796.3,close,6!46{0D}RZ,Mint,52,5378
  594.1,open,5!41{0B}JP,Fennel,50,3172
  136.4,close,6!75{9O}NO,Oregano,51,687
  131.8,close,6!29{1T}BT,Bergamot,51,2172
  312.7,close,2!64{7R}PQ,Rosemary,46,7142
  492.7,close,0!21{5F}AE,Bay,50,11879
 1028.0,close,9!06{8P}RT,Coriander,21,2869
   66.7,close,5!23{3U}ZE,Rosemary,28,1545
  328.8,close,2!85{7J}HP,Rosemary,51,2885
  635.9,close,2!99{3Y}EA,Rosemary,50,3029
  267.7,close,5!83{9LvWA,Dill,48,10972
  647.1,close,5!05{66}DZ,Coriander,46,2738
  426.7,close,9!12{5C}BZ,Rosemary,38,671
  321.9,open,7!53{9O}HJ,Marjoram,52,11625
  213.0,open,4Z!59{5W}AP,Coriander,45,1169
 2337.0,close,5!21{8R}OF,Thyme,18,9168
  513.5,open,1!52{8F}DJ,Borage,53,2995
 1347.1,close,0!21{5C}BR,Mint,53,5521
   33.3,open,4!29{4Y}NG,Coriander,48,2922
  396.6,close,8!51{6R}YO,Fennel,26,1174
  607.6,close,6!32{3J}II,Bergamot,51,597
  100.9,open,1!50{5N}GJ,Mint,31,4762
  350.8,open,2C72{0A}ZK,Bay,51,2476
  540.1,open,0!72{4O}UP,Marjoram,23,6275
  569.7,open,8!47{6R}YF,Sage,14,1647
  340.3,close,5!04{5U}BV,Rosemary,52,2102
  694.1,open,2!19{3F}HU,Thyme,13,2172
  618.2,close,0!94{8P}OQ,Fennel,52,793
  353.7,open,3!83{9}MZ,Thyme,48,1164
   27.9,close,8!22{3Q}IG,Thyme,49,2431
  458.0,open,3!08{0U}ZU,Rosemary,51,3018
   64.6,close,7!17{0U}VO,Bergamot,47,1952
  164.8,close,3!83{2H}YB,Oregano,50,1077
  629.6,close,7!10{5V}FC,Dill,44,2628
 1030.8,close,5!16{2M}RO,Basil,35,1219
 2519.0,close,1!04{5F}SS,Rosemary,53,2147
  491.5,close,7!14{8M}UZ,Dill,48,4409
  844.1,close,0!28{4G}BD,Mint,54,9883
  137.6,close,8!31{8OlEB,Rosemary,52,4951
  235.9,close,2!88{9D}HJ,Fennel,50,2808
 2498.2,close,0!63{3G}PN,Basil,51,4426
  297.5,close,3!38{3L}DJ,Thyme,34,457
  264.0,close,3!24{7O}ZU,Marjoram,52,2958
  534.2,open,8!62{7N}RY,Basil,33,1242
   19.2,open,9!83{5O}PT,Dill,47,6734
 1073.6,open,1!25{6W}OA,Thyme,49,3307
 2041.6,close,6!98{0L}AA,Mint,53,2860
  366.2,close,9!62{9K}PZ,Dill,54,3385
  156.0,close,6!65{8K}VF,Borage,51,3017
  556.6,close,7!20{9V}PZ,Oregano,50,2670
  254.4,close,7!63{8H}TI,Fennel,20,58
  309.8,close,4!65{6S}LG,Fennel,44,14
   89.6,open,9!72{5U}OF,Coriander,50,2361
 1781.6,open,9!32{hC}BJ,Rosemary,53,3459
  289.1,open,2!09{4S}LY,Fennel,52,4869
  564.1,open,5!99{3W}WU,Marjoram,11,8607
  196.5,close,b6!75{5T}JE,Sage,54,8412
  181.4,close,5!42{1R}VZ,Mint,54,2719
  190.7,close,2!93{2O}XQ,Oregano,37,427
  139.6,open,6!62F3V}FK,Bergamot,53,24
  274.7,open,2!06{6L}JS,Bergamot,11,3219
   20.3,open,2!28{7Q}ZC,Dill,53,9842
   65.7,open,5c!06{0M}PB,Basil,50,4528
  430.8,open,8!58{3A}HC,Fennel,47,6566
  623.5,close,5!72{4R}SX,Mint,10,1788
  155.5,open,2!68{89}UM,Bergamot,46,3200
  550.3,open,3!66{6X}GV,Rosemary,54,2119
 2588.7,open,1!74{9EfYA,Rosemary,49,2578
  186.4,open,6!64{6U}XT,Fennel,50,1475
  441.3,close,9!72{1W}EH,Dill,18,1961
 1023.7,close,1!29{8F}TT,Sage,50,1927
 2841.1,close,5!98{0J}PP,Borage,46,3540
  373.2,open,6!90{7F}PD,Mint,48,10140
  347.7,close,2!02{8S}LO,Dill,50,4286
  418.0,open,7!90{7I}WD,Bay,52,9405
  534.9,close,5!35{4E}UV,Fennel,41,6228
 1800.1,open,7!45{4M}MW,Rosemary,12,10628
   80.7,open,4!48{1P}SV,Coriander,54,2270
  250.7,close,0!45{4T}GK,Mint,44,5384
   48.2,close,9!99{3D}RY,Fennel,54,280
   67.3,close,9!82{7Q}LQ,Mint,53,9592
 2151.1,open,6!73{1N}SP,Rosemary,45,10981
   79.8,close,8!80{6O}MG,Mint,51,172
  200.2,close,4!12{1V}BN,Basil,51,3325
  474.0,open,0!14{6V}C,Basil,46,10224
  412.6,close,2!90{6E}AG,Fennel,45,261
   24.8,open,6!35{2U}ZA,Dill,49,1065
 3319.2,close,7!57{8N}KT,Fennel,46,2405
  221.7,open,4!79{7G}DR,Mint,54,2872
 3808.2,close,1!89{4C}PP,Sage,10,2735
  616.1,open,5!91{9M}RC,Dill,51,2424
  648.4,close,5!26{6O}PP,Fennel,52,1221
 2105.1,close,5!08{1H}AX,Mint,49,1359
  589.0,close,5!11{0B}MF,Oregano,19,4560
 3130.8,close,8!046H}CC,Borage,49,4693
  373.8,open,5!89{7H}SN,Mint,49,10671
  470.4,close,6!53{0X}XS,Thyme,49,5497
   65.7,open,9!60{1I}MS,Thyme,47,1646
 2085.9,close,9!16{9A}KX,Oregano,49,6791
  136.3,close,9!01{4O}TX,Oregano,43,2950
  250.7,open,6!07{7O}FL,Fennel,45,2545
  269.2,close,9!90{3Q}PF,Fennel,26,2966
 1305.2,open,1!24{8L}AT,Borage,38,161
  257.7,close,8!27{8J}PS,Coriander,54,1847
  220.9,close,2!28{5Y}SX,Rosemary,32,687
  161.8,close,8!54{3X}VX,Mint,46,4796
  124.4,close,5!01{7O}BK,Mint,16,5928
 1425.3,close,0!35{5I}GM,Coriander,51,10115
  660.3,close,3!95{9Z}WV,Rosemary,52,1198
  364.4,close,2!87{6N}QM,Bay,46,940
  122.2,open,4!85{6R}2N,Sage,53,1922
  678.6,close,7!G3{0P}AQ,Basil,22,6154
  561.1,close,1!08{78}NJ,Fennel,54,1496
  672.4,close,4!51{7S}LF,Thyme,50,7648
  369.7,open,7!32{0I}QH,Rosemary,51,2892
  347.1,open,4!45{9J}KA,Coriander,47,2864
  647.4,open,0!73{6M}AC,Rosemary,16,3475
 1939.0,open,2!50{2A}HM,Rosemary,44,2564
  399.2,open,3!35b1Z}ZF,Thyme,53,3509
  425.9,close,8!22{8X}HJ,Sage,48,3148
  640.9,open,4!57{7E}PR,Thyme,46,9117
  485.6,open,8!17{5N}CD,Fennel,48,1828
  580.4,open,0!15{3S}WS,Dill,47,2437
  442.7,close,8!67{8Y}PK,Rosemary,33,2740
 1375.4,close,8!51{5M}GZ,Bergamot,7,2252
  182.2,open,8!77{7D}LY,Mint,12,9130
    6.7,open,6!10{7C}IT,Basil,52,2237
  359.2,close,3!87{7H}QD,Dill,46,2834
  175.4,open,3!99{4K}DL,Thyme,53,2616
  175.0,close,8!G3{8D}HN,Mint,46,3544
 1594.8,open,1!C5{9E}DN,Dill,38,3301
  410.7,open,1!55{8R}YO,Thyme,50,81
  347.3,close,3!61{5C}OF,Fennel,53,5485
   68.3,open,2!48{8N}AQ,Rosemary,10,1691
  423.0,close,3!47{9K}PI,Thyme,54,2095
  624.8,close,8!44{0T}IS,Bergamot,54,2482
 3613.2,close,9!12{6N}IM,Bergamot,48,1294
  204.9,close,5!71c6X}FF,Basil,49,7498
  238.8,close,6!47{1O}UR,Dill,44,2442
  119.9,close,9!63{2W}PY,Mint,53,6973
  677.1,open,8!10{6Y}BM,Mint,48,1107
  255.3,close,0!30{2K}ZU,Bergamot,45,1954
  391.9,close,5!52{3Z}JE,Rosemary,26,3575
  596.3,open,6!17{9W}SS,Bay,45,7286
 3255.7,close,8!30{6M}ND,Basil,49,3145
  278.5,close,7!44{8L}FX,Thyme,47,3232
  558.6,open,0!24{6W}UQ,Mint,54,2548
  176.0,close,6!63{79}SD,Oregano,26,2965
  510.3,close,9!23{4K}JR,Thyme,48,2802
  357.4,open,6!81{9K1}AW,Mint,50,9697
  529.8,open,3!06{0A}RV,Basil,48,2698
   19.2,close,4!27{3Z}BQ,Dill,13,3501
  145.5,open,3!37{5Y}WP,Oregano,50,1952
  640.4,close,3!43{3V}NU,Basil,24,6968
  256.1,open,7!96{NU}BN,Fennel,48,2781
  646.1,open,3!92{3K}LX,Borage,44,1162
  388.5,close,8!73{1D}JK,Marjoram,50,1151
 1898.3,open,1h66{3Q}GP,Bay,44,3114
 1216.1,open,2!41{2R}TI,Fennel,45,87
  403.8,open,5!98{9S}NE,Borage,48,10996
  173.4,open,5!54{3S}IY,Fennel,54,2660
   37.3,open,9!24{0U}HH,Bergamot,50,3353
  305.8,open,0!18{0D}AN,Oregano,32,1925
 2997.7,open,7!66{7Q}HP,Borage,44,3874
   55.5,close,8!38{5C}FP,Coriander,48,8599
  389.7,close,7!44{2O}PZ,Thyme,53,3654
 1517.6,close,3!54{9A}SR,Coriander,47,2862
   37.1,close,7!51{0U}OD,Dill,14,8867
  626.1,close,9!26{9Y}VO,Coriander,52,3489
  426.3,open,0!70{8R}WU,Dill,52,9759
  353.2,close,4!82{1G}YJ,Mint,47,71
 3447.1,open,8!08{8R}JY,Mint,49,2625
  168.4,close,6!77{3E}QX,Fennel,48,427
  504.7,close,9!69{7C}WX,Bay,53,2549
  117.2,close,7!98{1L}CM,Mint,53,2636
   58.9,close,2!22{5M}QI,Mint,49,348
  164.4,open,7!57{4Q}MP,Bergamot,54,1513
  302.1,open,6!33{5M}DJ,Basil,51,10871
  392.1,open,2!13{cS}OF,Bay,54,2458
  432.9,close,1!75{4Y}YO,Rosemary,49,838
  151.9,open,3!12{3Z}SE,Bay,46,161
  626.6,close,4!73{2R}PD,Sage,53,4023
  615.9,open,0!87W6T}EL,Thyme,50,11086
  670.6,close,2!18{6E}KP,Fennel,45,280
  261.7,open,7!37{6V}DV,Bay,49,321
 3637.0,close,5!34{2P}SB,Rosemary,16,133
  256.0,open,2!45{0D}VP,Borage,54,685
  320.1,close,0!73{1Y}EU,Mint,48,2428
  146.5,open,5!98{5E}MF,Rosemary,52,1305
  527.2,open,8913{9U}QL,Bay,45,2949
  430.9,close,9!85{7Y}MN,Bay,53,2520
  610.6,close,8!49{6I}UZ,Thyme,46,2034
  594.2,close,3!72{0B}XM,Dill,49,1016
  663.7,close,3!98{3Y}TZ,Rosemary,44,2328
 2356.2,open,4!60{7X}AA,Bay,52,2324
  670.2,open,9!91{8T}NY,Marjoram,52,5504
   99.2,open,0!74{7L}KF,Rosemary,50,5286
  115.5,close,3!47{7S}TR,Borage,49,550
  590.3,open,3!56{4X}EY,Sage,52,4542
  576.7,open,5!84{1C}SY,Coriander,33,843
  652.5,open,0!G0{6P}LI,Dill,50,1606
  635.4,close,9!83{9Y}VO,Fennel,46,9563
  284.1,close,6!26{8S}SD,Bay,29,11855
    2.0,close,]!73{9K}KD,Bergamot,50,2028
  580.6,open,7!42{9S}TW,Rosemary,52,3159
  434.9,close,4!93{5H}CU,Bay,50,5285
 1574.8,close,0!08{0O}VB,Basil,29,4502
  252.6,open,4!37{6X}KR,Fennel,49,3178
  939.1,close,7!20{9C}ZZ,Basil,44,2055
  385.5,close,9!36{9OmUJ,Marjoram,49,946
 1093.8,open,9!68{8U}JX,Basil,45,357
  711.1,close,8!15{9Y}<AN,Thyme,51,2357
  112.9,close,2!39{5B}ZW,Rosemary,48,2504
    1.6,close,0!47{1P}YV,Mint,54,192
  440.5,close,3!71{6X}tVH,Bergamot,41,2157
 2226.0,open,5!25{0M}YI,Bergamot,49,9533
   61.3,open,6!03{4{}ZQ,Mint,47,9868
  598.5,close,7!30{3H}GT,Rosemary,52,2856
 2225.0,close,1!23{3E}EC,Rosemary,50,11571
 1455.9,open,4!00{1F}ZT,Mint,54,4422
  622.9,close,4!73{6P}GQ,Rosemary,53,1267
